customer_id,channel,send_time,message,reasoning,chat_log,issue_status
115724,twitter_dm_reply,2025-06-27T19:35:52.029557Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: .@VerizonSupport @115725 @115726                                                 &gt;All of VERIZON IS DOWN&lt;
When can we expect a fix ?
Support_agent: @115724 In what area are you located? All of your services are down at this time?
^HSB",pending customer reply
115727,twitter_dm_reply,2025-06-27T19:41:52.029557Z,We’re on it! Please DM us more details about your technical issue.,"Based on neutral sentiment and support topic 'technical issue', twitter_dm_reply is best.","Customer: @115725 fix your app it won't even open
Support_agent: @115727 Which app are you referring too? 
^ACM",pending customer reply
115728,email_reply,2025-06-27T19:32:52.029557Z,Thank you for reaching out regarding other. We've sent you an email.,"Based on positive sentiment and support topic 'other', email_reply is best.","Customer: @ChipotleTweets @28 
I don't fit in my Veggie Burrito costume #Halloween https://t.co/7tJDVpzLWn
Support_agent: @115728 I still think you look great! -Becky",resolved
115729,twitter_dm_reply,2025-06-27T19:32:52.029557Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @ChipotleTweets messed up today and didn’t give me my $3 burrito although I was dressed up 😭
Support_agent: @115729 I'm so sorry about that. Please tell us more so we can help: https://t.co/Ax7W1Dx3Y9 -Becky",pending customer reply
115730,twitter_dm_reply,2025-06-27T19:49:52.029557Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: hey @ChipotleTweets wanna come to Mammoth. I'll at least eat there once a week i promise
Support_agent: @115730 Hopefully we'll get there at some point! -Becky",pending customer reply
115731,email_reply,2025-06-27T19:29:52.029557Z,Thank you for reaching out regarding other. We've sent you an email.,"Based on positive sentiment and support topic 'other', email_reply is best.","Customer: @ChipotleTweets I had excellent service tonight too! Plenty of people on the line, went very fast, everyone was kind!
Support_agent: @115731 Guac on! I'm happy it was such a great experience. -Becky",resolved
115732,twitter_dm_reply,2025-06-27T19:29:52.029557Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @ChipotleTweets no Diet Coke and a literal bone this Boorito was extra spooky! https://t.co/C4oCCtdUct
Support_agent: @115732 That's incredibly concerning. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky",pending customer reply
115733,twitter_dm_reply,2025-06-27T19:35:52.029557Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @ChipotleTweets If you get queso or quac on you're bowl, its extra?
Support_agent: @115733 Nope! Still just the $3. -Becky",pending customer reply
115734,email_reply,2025-06-27T19:43:52.029557Z,Thank you for reaching out regarding technical issue. We've sent you an email.,"Based on positive sentiment and support topic 'technical issue', email_reply is best.","Customer: Happy Halloween! Since I'm too old to trick or treat I now look forward to $3 booritos at @ChipotleTweets 👻 I got mine earlier, did you?
Support_agent: @115734 I mean, Boorito is basically the adult version of Halloween... -Becky",resolved
115735,scheduling_phone_call,2025-06-27T19:38:52.029557Z,We understand your concern about refund. Let’s resolve this quickly over a call.,"Based on negative sentiment and support topic 'refund', scheduling_phone_call is best.","Customer: So frustrated with @ChipotleTweets 😡 Ordered dinner on Saturday using their app. Order was wrong AND they charged my credit card twice
Support_agent: @115735 That's concerning. Please share this with https://t.co/nrhUDiEk7G. -Shawn",escalated
115736,email_reply,2025-06-27T19:47:52.029557Z,Thank you for reaching out regarding other. We've sent you an email.,"Based on positive sentiment and support topic 'other', email_reply is best.","Customer: Btw @ChipotleTweets giving out $3 burritos if you dress up for Halloween 🎃 Call your Chipotle to make sure, they’re doing it @ select ones
Support_agent: @115736 All of our U.S. locations are participating! -Becky",resolved
115737,twitter_dm_reply,2025-06-27T19:40:52.029557Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @ChipotleTweets Tried, didn't work. How rude :/
Support_agent: @115737 My apologies for that. Just sent you a DM to help. -Becky",pending customer reply
115738,twitter_dm_reply,2025-06-27T19:27:52.029557Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: Every year, my trick-or-treating routine is walking to Chipotle, spending 3 dollars and walking back home. @ChipotleTweets
Support_agent: @115738 That's the best kind of trick-or-treating. All treats, my friend. -Becky",pending customer reply
115739,scheduling_phone_call,2025-06-27T19:31:52.029557Z,We understand your concern about other. Let’s resolve this quickly over a call.,"Based on negative sentiment and support topic 'other', scheduling_phone_call is best.","Customer: @ChipotleTweets this is nasty. A used napkin in someone's food https://t.co/EkWiD9vhnr
Support_agent: @115739 That's incredibly concerning. Please provide more details so we can investigate: https://t.co/Ax7W1Dx3Y9 -Becky",escalated
115740,twitter_dm_reply,2025-06-27T19:34:52.029557Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: $3 burritos and I’m nowhere near a @ChipotleTweets 🤦🏾‍♂️
Support_agent: @115740 Bummer. I'm so sorry. How far away is the closest location? -Becky",pending customer reply
115741,twitter_dm_reply,2025-06-27T19:34:52.029557Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @ChipotleTweets Also I got the onesie at target. So cozy
Support_agent: @115741 Noted 😊 -Becky",pending customer reply
115742,email_reply,2025-06-27T19:50:52.029557Z,Thank you for reaching out regarding other. We've sent you an email.,"Based on positive sentiment and support topic 'other', email_reply is best.","Customer: @ChipotleTweets name a better halloween duo #speedwaybrick #UTtranscript https://t.co/5ShDRMlC1T
Support_agent: @115742 I love it! Thanks so much for stopping by. -Becky",resolved
115743,twitter_dm_reply,2025-06-27T19:28:52.029557Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @AskPlayStation So, what's the november ps plus free game?
Support_agent: @115743 There is no info to share at the moment. Feel free to keep an eye on the PS Blog for news and updates: https://t.co/aLtfBAztyC",pending customer reply
115745,twitter_dm_reply,2025-06-27T19:33:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @AskPlayStation It was when I would go to download it. I just waited a few hours till after I bought it and it downloaded now.
Support_agent: @115745  Glad to know that is downloading, please feel free to contact us if you have further concerns.",pending customer reply
115746,twitter_dm_reply,2025-06-27T19:40:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @AskPlayStation can i block a community from sending me invites to something i dont want to join
Support_agent: @115746  Glad to help.  Please share the details of this issue in our Community forum for further investigation: https://t.co/F3J4l2vJHb",pending customer reply
115747,twitter_dm_reply,2025-06-27T19:37:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: We had to have a Count Colin 💛 @marksandspencer xx... https://t.co/HVWkevFsKB
Support_agent: @115747 Glad you had fun, Sarah! We heard Count Collin can really suck the life out of the party  . . . :P",pending customer reply
115748,twitter_dm_reply,2025-06-27T19:28:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: ‘Ere @marksandspencer, never mind avocado 🥑 - How’s about ‘ave a word?
Is it really necessary? 

The pair of ‘em were suffocating. https://t.co/ff2bmOVido
Support_agent: @115748 We've let our team know we can do better, Joel. Thanks for sharing :)",pending customer reply
115749,scheduling_phone_call,2025-06-27T19:35:52.045186Z,We understand your concern about technical issue. Let’s resolve this quickly over a call.,"Based on negative sentiment and support topic 'technical issue', scheduling_phone_call is best.","Customer: @marksandspencer Raw meat!!!! It’s does not say unwrapped raw meat!!! Sainsbury’s don’t charge nor do Waitrose so y do you?!
Support_agent: @115749 As our packaging is sufficient, any extra wrappings or bags does require an extra 5p charge as per legislation. Thanks",escalated
115750,email_reply,2025-06-27T19:41:52.045186Z,Thank you for reaching out regarding other. We've sent you an email.,"Based on positive sentiment and support topic 'other', email_reply is best.","Customer: Excellent Halloweening @marksandspencer 👌🏼 #countcolin #halloween #food https://t.co/lq1cSooHdj
Support_agent: @115750 Love the aesthetic of your Colin the 'Creeperpillar' and someday.... 🐛🦋👻 https://t.co/LFubix5E4y",resolved
115751,twitter_dm_reply,2025-06-27T19:48:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @MicrosoftHelps hi, having trouble making purchases on Xbox one store for fifa points, can you help?
Support_agent: @115751 Hello, Josh! To get better assistance and support, we suggest that you post a tweet or DM our friends from @XboxSupport.",pending customer reply
115752,twitter_dm_reply,2025-06-27T19:50:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @MicrosoftHelps I need assistance recovering 2 hotmail accounts. I have  filled the recovery forms but am told am not providing enough info
Support_agent: @115752 Help is here. To assist you in recovering your account we recommend that you contact our Answer desk team: https://t.co/7zSM1QXPMD.",pending customer reply
115753,twitter_dm_reply,2025-06-27T19:36:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @ATVIAssist @115754 umm someone is streaming WWII with 500+ viewers https://t.co/AhBT7AZZSz
Support_agent: @115753 It appears this has been removed. Thanks for letting me know :) ^MB",pending customer reply
115756,twitter_dm_reply,2025-06-27T19:43:52.045186Z,We’re on it! Please DM us more details about your technical issue.,"Based on neutral sentiment and support topic 'technical issue', twitter_dm_reply is best.","Customer: @ATVIAssist @115755 I'm trying to buy the digital deluxe edition on the ps store but I keep receiving an error message
Support_agent: @115756  Hello there. Sorry for the late response. I am just checking if you still in need assistance. Please let me know. ^RN",pending customer reply
115755,twitter_dm_reply,2025-06-27T19:50:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @ATVIAssist can you still pre oder ww2 on the playstation store
Support_agent: @115755 Yes you can pre order the game on the console store. For more information please contact your console store. ^RK",pending customer reply
115757,twitter_dm_reply,2025-06-27T19:27:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @115758 @ATVIAssist Are yous going to update COD Zombies on IOS for IOS 11.
Support_agent: @115757 Good afternoon William, unfortunately this app is no longer supported. Sincerest apologies. ^JP",pending customer reply
115759,twitter_dm_reply,2025-06-27T19:25:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @115758 Why was there a half gig update for world at war?
Support_agent: @115759 Good afternoon Jayden, sadly we don't have information on that. Sincerest apologies. ^JP",pending customer reply
115760,twitter_dm_reply,2025-06-27T19:38:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @108162 @115761 @ATVIAssist tried that there was people so i came back
Support_agent: @115760 This is awesome! Thank you so much for the support! Love the costumes! ^TV",pending customer reply
115762,twitter_dm_reply,2025-06-27T19:42:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on negative sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @ATVIAssist So, when I go get the game on friday my 2xp code will be on the receipt?
Support_agent: @115762 Did gamestop give you a code with your pre order down payment that you needed to redeem? ^KO",pending customer reply
115763,twitter_dm_reply,2025-06-27T19:48:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @ATVIAssist I got all of my stats reset on MWR and I don't know why. please help!!!
Support_agent: @115763 Can you please give me your gamertag / platform you're playing on so I can pull up your account information. ^CB",pending customer reply
115764,twitter_dm_reply,2025-06-27T19:25:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @115754 @115765 @ATVIAssist @115766 

Will non season pass holders get the bobus man Carentan at any point? Or not at all?
Support_agent: @115764

Unfortunately we don't have any information on this. Please stay tuned for more updates. ^JW",pending customer reply
115767,twitter_dm_reply,2025-06-27T19:49:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @AdobeCare Didn't work. Tried it on another computer, fresh install, same thing...
Support_agent: @115767 Would you please DM the Adobe Product &amp; your purchase details that you have so that we can ask our experts to follow up. ^Raj https://t.co/iuwZCjz4Or",pending customer reply
115768,twitter_dm_reply,2025-06-27T19:40:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @AdobeCare nope still down.
Support_agent: @115768 Have you tried signing out/back in or reinstalling the CC desktop app? https://t.co/Ne2f7tDTM0 Let us know! ^Madison",pending customer reply
115770,twitter_dm_reply,2025-06-27T19:27:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @AmazonHelp 電話で対応してもらいましたが改良されませんでした。
保証期間も過ぎてるので買い直しになるんでしょうね。
Support_agent: @115770 カスタマーサービスにてお問い合わせ済みとのことで、お手数をおかけいたしました。リプライいただきありがとうございました。ET",pending customer reply
115771,twitter_dm_reply,2025-06-27T19:43:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @XboxSupport can I change me sons Xbox live account to his Hotmail account, currently linked to my Hotmail account
Support_agent: @115771 Hi, you can change your Microsoft account email through the steps here: https://t.co/DkEhOHbOYy . If the email your son wants to change to is already associated with a Microsoft account, you'll need to follow those steps to switch the email address on that account too. ^ZM",pending customer reply
115772,twitter_dm_reply,2025-06-27T19:28:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @115769 Did u release an update today for Lightroom Classic CC?
Support_agent: @115772 Hi there, Lightroom 7.0.1 update was launched recently, please update the app to the latest version.  ^TS",pending customer reply
115773,scheduling_phone_call,2025-06-27T19:46:52.045186Z,We understand your concern about refund. Let’s resolve this quickly over a call.,"Based on neutral sentiment and support topic 'refund', scheduling_phone_call is best.","Customer: Please tell me why my @115769 has expired, but I’m still being charged????
Support_agent: @115773 Hi there, please DM us you Adobe id so that we may have a quick look at your account details.   ^Tanuj https://t.co/iuwZCjz4Or",pending customer reply
115774,twitter_dm_reply,2025-06-27T19:48:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @115769 are there any plans to add a fast crop mode for the iPad version of LR? It takes too many taps and slows down workflow.
Support_agent: @115774 Hi there, you may suggest it as a feature request at: https://t.co/SE1u3g161W .  ^Tanuj",pending customer reply
115775,twitter_dm_reply,2025-06-27T19:33:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @AdobeCare @115776 It’s intermittent for me. This file fails reliably: https://t.co/6m5a1RQEV9

The “Create subfolder” option just makes an empty “svg” folder
Support_agent: @115775 Thanks for sharing the file, we'll get back to you with updates as we investigate. ^Wren",pending customer reply
115776,twitter_dm_reply,2025-06-27T19:41:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @AdobeCare Seems pretty widespread: https://t.co/ImomzTHO5j

Don't mean to be a jerk, but it's frustrating when an update breaks core functionality.
Support_agent: @115776 Unfortunately, we are not able to reproduce it at our end. I'll still be checking with the development team to find out more on this. ^OM https://t.co/3giRhN4vNJ",pending customer reply
115779,email_reply,2025-06-27T19:42:52.045186Z,Thank you for reaching out regarding other. We've sent you an email.,"Based on positive sentiment and support topic 'other', email_reply is best.","Customer: @115769 I'm worried as if I update my LR6 standalone programme I could lose it due to the new online version....is this true and if so is this fair!
Support_agent: @115779 Hi Duncan, please update Lightroom to 6.13 from the following link: https://t.co/9vaI2tzHd6 .  ^Tanuj",resolved
115780,twitter_dm_reply,2025-06-27T19:34:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @115777 your online forum is always broken even when I clear my cookies. https://t.co/dDwRPWnm3t
Support_agent: @115780 Hi Lauren, can you try changing your forum screen name at https://t.co/gF69gbjWAQ? That should do the trick! ^Madison",pending customer reply
115781,twitter_dm_reply,2025-06-27T19:48:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @AdobeCare Here is an example of an export before and after. Export settings are unchanged from default. No, only some files. https://t.co/YbCX6dmddc
Support_agent: @115781 Hi Jack, is there any way you could send me a file to try exporting on my end to try and replicate? ^Wren https://t.co/iuwZCjz4Or",pending customer reply
115782,twitter_dm_reply,2025-06-27T19:32:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: Quand ton @115783 ne ressemble pas à celui que tu as réservé, &amp; qu'en + d'être sale et en sous-sol, tu te retrouves à 10 dans 1 #logement ! https://t.co/BcEIHe38tq
Support_agent: @115782 Hi there, we would like to help. Please DM us your account's email and reservation code so we can further assist. Thank you.",pending customer reply
115784,scheduling_phone_call,2025-06-27T19:35:52.045186Z,We understand your concern about refund. Let’s resolve this quickly over a call.,"Based on neutral sentiment and support topic 'refund', scheduling_phone_call is best.","Customer: @115783 Misrepresentation by host. Asked them to cancel my reservation and refund me over AUD1700 - strict policy. No response. Please help.
Support_agent: @115784 We are sorry to hear this. Please DM your email address and reservation code so we can look into this for you. Thank you.",pending customer reply
115785,twitter_dm_reply,2025-06-27T19:49:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @XboxSupport They have no info either..
Support_agent: @115785 We'd recommend keeping an eye out on your email that is associated with your account for further info.  ^JA",pending customer reply
115791,twitter_dm_reply,2025-06-27T19:32:52.045186Z,We’re on it! Please DM us more details about your technical issue.,"Based on neutral sentiment and support topic 'technical issue', twitter_dm_reply is best.","Customer: @1520 @XboxSupport  the 5 app on Xboxes not working error code 200, done a power cycle and still the same? Please fix app
Support_agent: @115791 Can you show us what is appearing on your screen? ^RM",pending customer reply
115792,twitter_dm_reply,2025-06-27T19:47:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: amazonプライムビデオ、再生エラーが多いです
Support_agent: @115792 ご不便をおかけしております。アプリをご利用でしょうか。強制停止&gt;端末の再起動にて改善する場合がございますので、お試しください。改善しない場合は、状況を確認しご案内させていただきますのでこちらからカスタマーサービスまでご連絡ください。https://t.co/NtNAX2Qh2u ET",pending customer reply
115797,twitter_dm_reply,2025-06-27T19:25:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @AirAsiaSupport Hi! i would like to know on my itenerary on how the birthday can be seen. i would like to double check if i can key in our birthdays right 🙂
Support_agent: @115797 Hi Loreen, you may check the passenger's date of birth via AirAsia member account under manage booking. Thanks-Sha",pending customer reply
115799,twitter_dm_reply,2025-06-27T19:25:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @AirAsiaSupport Hi Yana, followed!
Support_agent: @115799 Hi Emma, We have replied to you via DM. please check again, Thank you- Mariya",pending customer reply
115800,email_reply,2025-06-27T19:49:52.045186Z,Thank you for reaching out regarding technical issue. We've sent you an email.,"Based on positive sentiment and support topic 'technical issue', email_reply is best.","Customer: @115801 @115802 @AirAsiaSupport You'll be even happier to know that the restrictions around the volcano area have been lifted. Enjoy staying at home pal! 😂😂😂😂 #unlucky
Support_agent: @115800  notified if there should be any changes-Yana",resolved
115801,scheduling_phone_call,2025-06-27T19:33:52.045186Z,We understand your concern about refund. Let’s resolve this quickly over a call.,"Based on neutral sentiment and support topic 'refund', scheduling_phone_call is best.","Customer: @115802 @AirAsiaSupport Why are you not refunding my trip to Bali for Volcano eruption!!! Urgently refund!!
Support_agent: @115801 Hi Ashutosh , Could you provide us the booking number for further checking. Thanks - Khairul",pending customer reply
115803,twitter_dm_reply,2025-06-27T19:32:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @Morrisons My lips are sealed 😋
Support_agent: @115803 Somebody else has told me!! I'm gutted :( - Chloe",pending customer reply
115804,twitter_dm_reply,2025-06-27T19:33:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @Morrisons That's pointless as it's every day, all the time. No matter when I go in. I speak 2the management who r as fed up as I am. They've no staff.
Support_agent: @115804 So sorry! Could you send me what store this is in so we can get this to the right people? - Janay",pending customer reply
115805,twitter_dm_reply,2025-06-27T19:45:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @Morrisons 3 for £6, unless one is reduced (hidden label on the side!) then it’s 3 for £6.14. Don’t care about the 14p but feel ripped off! https://t.co/jG0fTncMDr
Support_agent: @115805  store you bought it from, along with your address and More Card number and I'll get this sorted for you. Thanks - Kirsty",pending customer reply
115806,twitter_dm_reply,2025-06-27T19:30:52.045186Z,We’re on it! Please DM us more details about your technical issue.,"Based on neutral sentiment and support topic 'technical issue', twitter_dm_reply is best.","Customer: @NikeSupport I'm new to nike+ run club app,  should i start with guided runs or my couch?
Support_agent: @115806 While the Coach plans can be weeks in time. It's up to you to decide what fits you best. (2/2)",pending customer reply
115807,twitter_dm_reply,2025-06-27T19:26:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @AskAmex I’ve asked your sales rep about the payments and she wasn’t ready to listen to any issues that I had.
Support_agent: @115807 Apologies for all of the issues. If you have time to chat securely with me, I would be happy to review. ^Rachel",pending customer reply
115808,twitter_dm_reply,2025-06-27T19:25:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @McDonalds Treat!
Support_agent: @115808 It’s getting all sorts of saucy over here this #Halloween. #TrickorTweet https://t.co/aNlYZYvL1U",pending customer reply
115809,twitter_dm_reply,2025-06-27T19:50:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @McDonalds Treat me!
Support_agent: @115809 Our heart’s beating faster over here, and it’s not from all the scares. #TrickorTweet https://t.co/Wte8FLiFJ7",pending customer reply
115810,twitter_dm_reply,2025-06-27T19:47:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @McDonalds Can I get uhhhhhhhhhh... treat?
Support_agent: @115810 Chocolate chip cookies + McFlurry = everything you’ve ever been missing. #TrickorTweet https://t.co/4YfWChLNKT",pending customer reply
115811,twitter_dm_reply,2025-06-27T19:28:52.045186Z,We’re on it! Please DM us more details about your technical issue.,"Based on neutral sentiment and support topic 'technical issue', twitter_dm_reply is best.","Customer: @115812 I cant Connect my Interactive Broker ( Canada) with yahoo finance App in ios 11, Any suggestions.. ??
Support_agent: @115811 Hi - are you receiving an error message when trying to link the account?",pending customer reply
115813,twitter_dm_reply,2025-06-27T19:30:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: @AskLyft I have to be at work at 2pm tomorrow. My new phone is being overnighted but it may not be there until then. I have no other ride.
Support_agent: @115813 Hi there, thanks for reaching out. Please send us a DM so we can continue our conversation. https://t.co/SXpdictw1A",pending customer reply
115814,twitter_dm_reply,2025-06-27T19:43:52.045186Z,We’re on it! Please DM us more details about your other.,"Based on neutral sentiment and support topic 'other', twitter_dm_reply is best.","Customer: whats wrong w/ amazon leavin shit outside like ups...🤔
Support_agent: @115814 Please let us know how we can help and DM your tracking # using this link. ^MC https://t.co/wKJHDXWGRQ",pending customer reply
